order_number,departure_date,route,itinerary,carrier,operating_carriers,supplier,flight_type,device,no_of_pax,total_margin,channel_fee,total_purchase,ancillary_margin,commission,overrides,surcharge,date
BIT-4409861,2023-03-30,Tunisia - Tunisia,DJE-TUN,TU,UG,TXNL,One Way,Mobile,2,0.1397202000000003,-5.0,157.36,0.0,0.0,0.0,0.0,2023-03-27
BIT-4408953,2023-04-17,Italy - Italy,BRI-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.817313900000002,-5.0,88.06,0.0,0.55,0.0,0.0,2023-03-27
BIT-4408930,2023-05-25,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Mobile,4,-3.654562799999996,-5.0,336.56,0.0,0.24,0.0,0.0,2023-03-27
BIT-4412250,2023-03-29,Italy - Italy,PMO-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.895767500000012,-5.0,192.8,0.0,1.67,0.0,0.0,2023-03-28
BIT-4412139,2023-04-04,Italy - Italy,BRI-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-3.780735599999997,-5.0,110.8,0.0,0.81,0.0,0.0,2023-03-28
BIT-4412113,2023-05-05,Italy - Italy,BDS-FCO-BDS,AZ,AZ|FR,TXIT,Return,Desktop,2,-3.123080100000015,-5.0,146.14,0.0,0.42,0.0,0.0,2023-03-28
BIT-4412052,2023-03-31,Morocco - Italy,CMN-BLQ,AT,AT,TXIT,One Way,Mobile,1,-6.128479799999999,-5.0,175.27,0.0,1.0,3.96,0.0,2023-03-28
BIT-4412008,2023-05-31,Italy - Italy,LIN-BRI,AZ,AZ,TXIT,One Way,Desktop,1,3.938249400000005,-5.0,88.32,8.99,0.43,0.0,0.0,2023-03-28
BIT-4412002,2023-03-28,Italy - Italy,SUF-FCO,AZ,AZ,TXIT,One Way,Desktop,1,-4.483481699999999,-5.0,119.61,0.0,0.89,0.0,0.0,2023-03-28
BIT-4411991,2023-04-07,Italy - Italy,NAP-MXP,FR,FR,TF,One Way,Mobile,3,-15.2536647,-5.0,87.79,0.0,0.0,0.0,-9.31,2023-03-28
BIT-4411989,2023-06-14,Italy - Italy,LIN-BRI-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.737262600000002,-5.0,173.36,0.0,1.0,0.0,0.0,2023-03-28
BIT-4411984,2023-04-03,Italy - Italy,LIN-AHO-LIN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-3.37117950000001,-5.0,176.75,0.0,1.48,0.0,0.0,2023-03-28
BIT-4411972,2023-04-04,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Desktop,1,-4.628459099999978,-5.0,209.93,0.0,1.55,0.0,1.05,2023-03-28
BIT-4411967,2023-04-14,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Mobile,1,13.5263712,-5.0,79.42999999999999,14.2,0.12,0.0,0.0,2023-03-28
BIT-4411962,2023-04-11,Italy - Italy,SUF-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-3.196984200000002,-5.0,92.95,0.99,0.55,0.0,0.0,2023-03-28
BIT-4411953,2023-03-29,Italy - Italy,FCO-BDS,AZ,AZ,TXIT,One Way,Desktop,1,16.4900166,-5.0,113.86,20.0,0.67,0.0,20.0,2023-03-28
BIT-4411927,2023-03-31,Italy - Tunisia,MXP-TUN-MXP,TU,TU | TU,ATFR,Return,Mobile,1,-7.090951799999999,-9.0,212.9,0.0,0.0,0.0,0.0,2023-03-28
BIT-4411882,2023-05-26,Italy - Spain,BGY-BCN-BGY,FR,FR | FR,TF,Return,Desktop,1,-4.519978800000001,-5.0,95.39,0.0,0.0,0.0,0.61,2023-03-28
BIT-4412140,2023-04-26,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Desktop,1,-4.544141699999999,-5.0,51.68,0.0,0.07,0.0,0.0,2023-03-28
BIT-4411862,2023-04-12,Italy - Italy,FCO-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.363577099999998,-5.0,62.42,0.0,0.11,0.0,0.0,2023-03-28
BIT-4411825,2023-04-19,Italy - Italy,BDS-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.453353900000004,-5.0,107.84,0.0,0.77,0.0,0.0,2023-03-28
BIT-4411824,2023-03-30,Italy - Italy,LIN-AHO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.972643299999999,-5.0,141.13,0.0,1.09,0.0,0.0,2023-03-28
BIT-4411823,2023-05-27,Spain - Italy,MAD-LIN,IB,IB,TXIT,One Way,Desktop,1,-6.568770300000001,-5.0,97.3,0.0,0.08,0.0,0.0,2023-03-28
BIT-4411805,2023-04-12,Italy - Italy,CAG-FCO-CAG,AZ,AZ|AZ,TXIT,Return,Desktop,1,1.935054000000016,-5.0,190.6,4.99,1.55,0.0,0.0,2023-03-28
BIT-4411777,2023-03-29,Italy - Italy,LIN-SUF,AZ,AZ,TXIT,One Way,Mobile,1,9.6685974,-5.0,88.31,13.99,0.44,0.0,0.0,2023-03-28
BIT-4411765,2023-04-03,Tunisia - Italy,TUN-FCO,AZ,AZ,TXGR,One Way,Desktop,1,-4.243369199999997,-5.0,117.15,0.0,2.45,0.7841,0.0,2023-03-28
BIT-4411739,2023-04-17,India - Thailand,JAI-BKK,WE,WE,TXIN,One Way,Desktop,1,17.51674128959999,-5.0,179.3632464,24.99,0.958137,0.0,0.0,2023-03-28
BIT-4411732,2023-05-21,Italy - Italy,LIN-PMO-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-3.706224900000011,-5.0,142.7,0.0,0.51,0.0,0.0,2023-03-28
BIT-4411717,2023-05-28,Italy - Italy,LIN-PMO-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-3.843720900000003,-5.0,133.8,0.0,0.41,0.0,0.0,2023-03-28
BIT-4411702,2023-05-14,Italy - Italy,LIN-PMO-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-3.985260899999997,-5.0,123.9,0.0,0.31,0.0,0.0,2023-03-28
BIT-4411697,2023-05-03,Italy - Japan,VRN-HEL-KIX-NRT-HEL-VRN,JL,AY | AY | AY | AY,TXNL,Return,Desktop,1,78.45683520000004,-18.0,1041.7,75.58,0.0,0.0,1.7,2023-03-28
BIT-4411696,2023-05-07,Italy - Italy,LIN-PMO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.64556490000001,-5.0,142.64,0.0,0.57,0.0,0.0,2023-03-28
BIT-4411688,2023-04-23,Italy - Italy,LIN-CAG-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-3.081629099999994,-5.0,189.74,0.0,1.62,0.0,0.0,2023-03-28
BIT-4411674,2023-03-30,Italy - Italy,PMO-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-4.670314499999995,-5.0,93.91,0.0,0.56,0.0,0.0,2023-03-28
BIT-4411853,2023-03-29,Italy - Italy,FCO-BDS,AZ,AZ,TXIT,One Way,Desktop,1,16.4900166,-5.0,113.86,20.0,0.67,0.0,20.0,2023-03-28
BIT-4411671,2023-04-17,Italy - Tunisia,NAP-TUN-NAP,UG,UG|UG,ATFR,Return,Desktop,1,-3.9312735,-10.7748,284.37,0.0,0.0,0.0,0.0,2023-03-28
BIT-4412144,2023-04-13,Italy - Italy,PMO-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.279057499999998,-5.0,61.3,0.0,0.17,0.0,0.0,2023-03-28
BIT-4412174,2023-04-04,Italy - Italy,PMO-LIN-PMO,AZ,AZ|AZ,TXIT,Return,Desktop,1,3.076472999999986,-5.0,222.83,5.99,1.39,0.0,0.0,2023-03-28
BIT-4412959,2023-04-07,Italy - Italy,LIN-PMO,AZ,AZ,TXIT,One Way,Mobile,1,-4.584581700000001,-5.0,95.25,0.0,0.5,0.0,0.0,2023-03-28
BIT-4412955,2023-05-11,Italy - Tunisia,MXP-TUN,TU,TU,ATFR,One Way,Desktop,1,-5.5733397,-5.0,153.8,0.0,0.0,0.0,0.0,2023-03-28
BIT-4412934,2023-06-09,Italy - Tunisia,MXP-TUN-MXP,TU,TU | TU,TXNL,Return,Desktop,1,-6.002104800000001,-9.476,236.9,0.0,0.0,0.0,0.0,2023-03-28
BIT-4412925,2023-06-10,Greece - Greece,ATH-MLO,GQ,GQ,TXBE,One Way,Desktop,2,-0.2918757000000022,-9.0,224.98,0.0,0.0,0.0,0.0,2023-03-28
BIT-4412811,2023-05-31,Italy - Italy,TRN-PMO-TRN,FR,FR|FR,TF,Return,Mobile,1,-8.868188699999989,-9.4724,236.81,0.0,0.0,0.0,0.24,2023-03-28
BIT-4412809,2023-03-30,Bulgaria - Bulgaria,VAR-SOF,FB,FB,TXTRIPIT,One Way,Desktop,1,-3.421429232999992,-5.0,64.644403,0.0,0.0,0.0,2.080000000000002,2023-03-28
BIT-4412754,2023-04-29,Tunisia - Italy,TUN-FCO-TUN,AZ,AZ | AZ,TXGR,Return,Desktop,2,-17.76397769999996,-18.0,595.76,0.0,9.96,3.5853,0.0,2023-03-28
BIT-4412734,2023-06-21,Italy - Italy,LIN-BRI-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.795819400000006,-5.0,92.2,0.0,0.16,0.0,0.0,2023-03-28
BIT-4412714,2023-04-07,Italy - Italy,LIN-PSR,AZ,AZ,TXIT,One Way,Desktop,1,-4.803058800000007,-5.0,187.21,0.0,1.54,0.0,0.0,2023-03-28
BIT-4412710,2023-04-05,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.641602099999997,-5.0,61.01,0.0,0.17,0.0,0.0,2023-03-28
BIT-4412691,2023-04-12,Italy - Italy,GOA-CTA-GOA,FR,FR | FR,TF,Return,Desktop,1,4.8974862,-5.0,196.14,9.99,0.0,0.0,0.0,2023-03-28
BIT-4412633,2023-08-04,Italy - Indonesia,FCO-AUH-CGK,EY,EY | EY,TXUS,One Way,Desktop,4,-1.682392563599837,-18.0,2754.9217436,0.0,0.0,0.0,0.0,2023-03-28
BIT-4412569,2023-04-15,Tunisia - Italy,TUN-VCE,TU,TU,TXNL,One Way,Mobile,1,-5.121928200000002,-5.0,145.98,0.0,0.0,0.0,0.0,2023-03-28
BIT-4412560,2023-05-12,Spain - Portugal,MAD-LIS-MAD,UX,UX | UX,TXES,Return,Mobile,1,-3.621705300000004,-5.0,196.43,0.0,0.0,0.459,0.0,2023-03-28
BIT-4412152,2023-04-19,Italy - Italy,BLQ-AHO-BLQ,FR,FR | FR,TF,Return,Mobile,1,5.846309700000002,-5.0,44.19,6.59,0.0,0.0,0.21,2023-03-28
BIT-4412559,2023-04-04,Italy - Italy,BGY-CAG,FR,FR,TF,One Way,Mobile,1,-6.063978000000001,-5.0,19.92,0.0,0.0,0.0,0.08,2023-03-28
BIT-4412524,2023-06-15,Italy - Italy,LIN-AHO-LIN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-6.062461500000016,-9.0,236.09,0.0,2.14,0.0,0.0,2023-03-28
BIT-4412502,2023-04-06,Italy - Italy,VCE-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.897486200000003,-5.0,84.11000000000001,0.0,0.41,0.0,0.0,2023-03-28
BIT-4412480,2023-04-03,Tunisia - Tunisia,TUN-DJE,TU,UG,TXNL,One Way,Mobile,1,-0.508533000000001,-5.0,81.7,0.99,0.0,0.0,0.0,2023-03-28
BIT-4412463,2023-04-01,Italy - Italy,BDS-LIN-BDS,AZ,AZ|AZ,TXIT,Return,Mobile,1,-4.01124360000001,-5.0,215.94,0.0,1.42,0.0,0.0,2023-03-28
BIT-4412444,2023-03-30,Italy - Italy,PMO-FCO,AZ,AZ,TXIT,One Way,Desktop,1,-4.237303199999999,-5.0,88.97,0.0,0.5,0.0,0.0,2023-03-28
BIT-4412436,2023-04-11,Italy - Italy,CTA-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-3.190412700000004,-5.0,121.35,0.0,0.88,0.0,0.0,2023-03-28
BIT-4412432,2023-04-09,Italy - Italy,CTA-LIN-CTA,AZ,AZ|W6,TXIT,Return,Mobile,1,-1.5301485,-5.0,141.45,2.99,0.12,0.0,0.0,2023-03-28
BIT-4412404,2023-04-19,Italy - Italy,SUF-GOA,FR,FR,TF,One Way,Mobile,1,-10.509345,-5.0,19.2,0.0,0.0,0.0,-4.2,2023-03-28
BIT-4412368,2023-03-28,Italy - Egypt,MXP-CAI,SM,SM,CTDE,One Way,Mobile,1,-8.6078562,-9.0228,225.57,0.0,0.0,5.0,0.0,2023-03-28
BIT-4412355,2023-04-03,Italy - Italy,PMO-FCO,AZ,AZ,TXIT,One Way,Desktop,1,-4.309893000000003,-5.0,54.31,0.0,0.16,0.0,0.0,2023-03-28
BIT-4412271,2023-04-01,Italy - Italy,FCO-TRS-FCO,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.072044500000009,-5.0,161.49,0.0,0.67,0.0,0.0,2023-03-28
BIT-4412262,2023-03-31,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Mobile,1,-4.770504599999998,-5.0,89.3,0.0,0.45,0.0,0.0,2023-03-28
BIT-4412209,2023-06-14,Italy - Italy,LIN-BRI-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.7372626,-5.0,173.36,0.0,1.0,0.0,0.0,2023-03-28
BIT-4412191,2023-04-07,Italy - Italy,FCO-TRS-FCO,AZ,AZ | AZ,TXIT,Return,Mobile,1,-2.610300900000012,-5.0,147.65,0.0,0.51,0.0,0.0,2023-03-28
BIT-4412551,2023-06-23,Italy - Italy,LIN-AHO-LIN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-2.694719399999999,-5.0,206.42,0.0,1.81,0.0,0.0,2023-03-28
BIT-4412973,2023-05-11,Italy - Tunisia,MXP-TUN-MXP,TU,TU | TU,ATFR,Return,Mobile,1,-6.082277100000001,-9.0,212.9,0.0,0.0,0.0,0.0,2023-03-28
BIT-4413042,2023-03-29,Italy - Egypt,FCO-CAI,AZ,AZ,TXIT,One Way,Desktop,1,-20.4256374,-13.4052,326.88,0.0,8.25,2.1356,0.0,2023-03-28
BIT-4413518,2023-06-01,Italy - Indonesia,BLQ-DXB-DPS-CGK-DXB-BLQ,EK,EK | EK | ID | EK | EK,TXUS,Return,Desktop,2,18.57458841313164,-18.0,2306.9639712,0.0,0.0,21.807762212,0.0,2023-03-28
BIT-4413649,2023-04-01,Italy - Italy,LIN-CTA,AZ,AZ,TXIT,One Way,Mobile,1,-3.989102699999996,-5.0,93.27,0.0,0.48,0.0,0.0,2023-03-28
BIT-4413559,2023-04-14,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.641602099999996,-5.0,61.01,0.0,0.17,0.0,0.0,2023-03-28
BIT-4413544,2023-04-10,United States - United States,EWR-LAS,UA,UA,TXUS,One Way,Desktop,2,27.3894484686,-15.8696,396.9269574,0.0,0.0,0.0,38.44,2023-03-28
BIT-4413524,2023-04-03,Italy - Italy,FCO-PMO,AZ,AZ,TXIT,One Way,Desktop,1,-4.096268700000003,-5.0,56.41,0.0,0.12,0.0,0.0,2023-03-28
BIT-4411581,2023-04-07,Italy - Italy,MXP-NAP-BGY,FR,FR|FR,TF,Return,Desktop,1,-5.672316599999982,-5.0,197.5,0.0,0.0,0.0,0.73,2023-03-28
BIT-4413509,2023-04-03,Italy - Italy,CAG-FCO-CAG,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.655290400000001,-5.0,153.98,0.0,1.16,0.0,0.0,2023-03-28
BIT-4413469,2023-06-02,Italy - Italy,FCO-TRS,AZ,AZ,TXIT,One Way,Mobile,1,-4.271576100000003,-5.0,51.52,0.0,0.01,0.0,0.0,2023-03-28
BIT-4413462,2023-05-26,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Desktop,2,-4.888387199999994,-5.0,143.52,0.0,0.12,0.0,0.0,2023-03-28
BIT-4413442,2023-10-02,Thailand - Laos,BKK-VTE,QV,QV,TXUS,One Way,Mobile,1,-10.88859455520001,-5.0,120.9894232,0.0,0.0,0.0,0.0,2023-03-28
BIT-4413438,2023-04-08,Italy - Italy,GOA-FCO-SUF,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.051804600000012,-5.0,130.31,0.0,0.92,0.0,0.0,2023-03-28
BIT-4413427,2023-04-06,Italy - Italy,FCO-TRN-FCO,AZ,AZ | AZ,TXIT,Return,Mobile,1,-2.725251600000011,-5.0,170.25,0.0,0.73,0.0,0.0,2023-03-28
BIT-4413378,2023-08-31,Italy - Egypt,MXP-SPX,W6,W6,TF,One Way,Desktop,1,-8.1226773,-5.0,40.59,0.0,0.0,0.0,0.0,2023-03-28
BIT-4413368,2023-03-31,Italy - Italy,LIN-CAG-LIN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-7.735059899999991,-9.0,222.38,0.0,1.99,0.0,0.0,2023-03-28
BIT-4413681,2023-04-11,Italy - Israel,MXP-TLV,NO,NO,TXUS,One Way,Desktop,1,11.31107550162002,-9.0,215.49849258,0.0,3.84122862,11.2932,0.0,2023-03-28
BIT-4411605,2023-04-11,Italy - Italy,FCO-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.564361699999995,-5.0,89.16,0.0,0.37,0.0,0.0,2023-03-28
BIT-4413312,2023-06-09,Italy - Italy,TRN-FCO-TRN,AZ,AZ|AZ,TXIT,Return,Desktop,1,-3.271393799999989,-5.0,144.46,0.0,0.52,0.0,0.0,2023-03-28
BIT-4413305,2023-03-29,Italy - Italy,BRI-FCO,AZ,AZ,TXIT,One Way,Desktop,1,-3.799337999999998,-5.0,68.27,0.0,0.34,0.0,0.0,2023-03-28
BIT-4413299,2023-04-06,Italy - Italy,AHO-BGY,FR,FR,TF,One Way,Mobile,1,-6.275782500000001,-5.0,19.12,0.0,0.0,0.0,-0.01,2023-03-28
BIT-4413293,2023-05-18,Italy - Spain,BGY-MAD-MXP,FR,FR|UX,TF,Return,Mobile,1,-3.145119900000001,-5.0,165.91,0.0,0.0,0.261,1.05,2023-03-28
BIT-4413283,2023-08-13,Slovenia - Indonesia,LJU-IST-CGK-IST-VCE,TK,TK | TK | TK | TK,TXUS,One Way,Desktop,2,15.25617602400022,-18.0,2553.396416,0.0,0.0,90.7003,0.0,2023-03-28
BIT-4413279,2023-04-07,Italy - Italy,CTA-FCO-CTA,AZ,AZ|FR,TXIT,Return,Desktop,1,-5.008494000000008,-5.0,92.58,0.0,0.23,0.0,0.0,2023-03-28
BIT-4413274,2023-04-14,Italy - Italy,FCO-TRS,AZ,AZ,TXIT,One Way,Desktop,1,-4.668090299999995,-5.0,79.27,0.0,0.26,0.0,0.0,2023-03-28
BIT-4413271,2023-07-26,Italy - Italy,BRI-LIN,AZ,AZ,TXIT,One Way,Desktop,2,-3.5497221,-5.0,87.0,0.0,0.22,0.0,0.0,2023-03-28
BIT-4413261,2023-04-03,Italy - Italy,LIN-FCO-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-3.545577000000006,-5.0,195.23,0.0,1.04,0.0,0.0,2023-03-28
BIT-4413212,2023-04-28,Italy - Spain,MXP-MAD-MXP,IB,IB | IB,TXIT,Return,Mobile,1,-6.630946799999995,-5.0,160.73,0.0,0.12,0.0,0.0,2023-03-28
BIT-4413201,2023-03-29,Italy - Italy,BRI-LIN,AZ,AZ,TXIT,One Way,Mobile,2,-3.966254100000007,-5.0,172.12,0.0,1.1,0.0,0.0,2023-03-28
BIT-4413188,2023-04-23,Italy - Italy,LIN-NAP-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-3.910750200000006,-5.0,148.35,0.0,0.57,0.0,0.0,2023-03-28
BIT-4413146,2023-03-29,Italy - Italy,VCE-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.230933899999995,-5.0,97.93,0.0,0.59,0.0,0.0,2023-03-28
BIT-4413346,2023-04-01,Italy - Italy,TRS-FCO-TRS,AZ,AZ|AZ,TXIT,Return,Mobile,1,-3.030472499999995,-5.0,226.76,0.0,1.4,0.0,0.0,2023-03-28
BIT-4413702,2023-04-14,Italy - Tunisia,LIN-FCO-TUN-FCO-LIN,AZ,AZ | AZ | AZ | AZ,TXIT,Return,Desktop,1,-8.621504700000013,-9.0,212.18,0.0,2.89,1.0433,0.0,2023-03-28
BIT-4413719,2023-04-09,Italy - Italy,TRS-FCO,AZ,AZ,TXIT,One Way,Desktop,1,-3.883149899999998,-5.0,73.32,0.0,0.31,0.0,0.0,2023-03-28
BIT-4413750,2023-08-23,Malta - Italy,MLA-LIN,KM,KM   ,TXNL,One Way,Mobile,1,-3.195770999999999,-5.0,101.53,0.0,0.0,0.0,0.0,2023-03-28
BIT-4411431,2023-04-28,Serbia - Italy,BEG-MXP,JU,JU,TXNL,One Way,Mobile,1,42.2609121,-9.0,205.66,49.99,0.18,0.0,30.0,2023-03-28
BIT-4411516,2023-04-18,Italy - Italy,LIN-PSR,AZ,AZ,TXIT,One Way,Mobile,2,-3.930262499999997,-5.0,119.16,0.0,0.34,0.0,0.0,2023-03-28
BIT-4411525,2023-05-26,Italy - Turkey,FCO-SAW-ESB-SAW-FCO,TK,TK | TK | TK,TXNL,Return,Mobile,1,18.68065139999997,-10.2112,255.28,22.0,0.0,0.7875,22.0,2023-03-28
BIT-4411529,2023-04-03,Italy - Italy,FCO-SUF,AZ,AZ,TXIT,One Way,Desktop,1,4.800227999999999,-5.0,96.09,8.99,0.44,0.0,0.0,2023-03-28
BIT-4411543,2023-04-09,Italy - Italy,MXP-CTA-MXP,FR,FR | FR,TF,Return,Desktop,1,2.843740799999998,-5.0,153.68,7.7,0.0,0.0,0.0,2023-03-28
BIT-4411546,2023-04-27,Italy - Italy,NAP-AHO-NAP,FR,FR|FR,TF,Return,Desktop,3,-10.2412278,-5.0,117.48,0.0,0.0,0.0,0.0,2023-03-28
BIT-4411549,2023-04-07,Italy - Italy,LIN-CTA,AZ,AZ,TXIT,One Way,Desktop,1,-3.989102699999995,-5.0,93.27,0.0,0.48,0.0,0.0,2023-03-28
BIT-4411554,2023-04-27,Morocco - Italy,CMN-TRN,AT,AT,TXIT,One Way,Desktop,1,-6.713040000000007,-5.0,160.42,0.0,0.85,3.366,0.0,2023-03-28
BIT-4411564,2023-05-08,Italy - Italy,CTA-LIN-CTA,AZ,AZ|AZ,TXIT,Return,Desktop,1,-3.626558100000003,-5.0,125.57,0.0,0.41,0.0,0.0,2023-03-28
BIT-4413088,2023-03-29,Italy - Italy,LIN-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-3.529299899999992,-5.0,131.82,0.0,0.93,0.0,0.0,2023-03-28
BIT-4411670,2023-04-04,Italy - Italy,LIN-FCO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.379691800000005,-5.0,195.23,0.0,1.04,0.0,0.0,2023-03-28
BIT-4411667,2023-04-05,Italy - Italy,BGY-BRI,FR,FR,TF,One Way,Mobile,1,-4.907899499999999,-5.0,113.3,0.0,0.0,0.0,1.0,2023-03-28
BIT-4411661,2023-03-31,Italy - Italy,CTA-FCO-CTA,AZ,AZ|AZ,TXIT,Return,Desktop,1,-2.347643100000003,-5.0,202.29,0.0,1.16,0.0,0.0,2023-03-28
BIT-4411655,2023-04-18,Italy - Italy,NAP-BGY,FR,FR,TF,One Way,Mobile,1,-4.7485659,-2.79,35.79,0.0,0.0,0.0,-1.0,2023-03-28
BIT-4414077,2023-04-11,Morocco - Italy,CMN-MXP,AT,AT,TXIT,One Way,Desktop,2,-6.31834560000001,-9.0,215.48,0.0,0.64,2.5344,0.0,2023-03-28
BIT-4414056,2023-07-15,Italy - Italy,CTA-VCE,FR,FR,TF,One Way,Desktop,1,-5.681819999999995,-5.0,79.88,0.0,0.0,0.0,0.12,2023-03-28
BIT-4414046,2023-07-08,Italy - Italy,VCE-PMO,FR,FR,TF,One Way,Desktop,1,-14.74674929999999,-5.0,91.87,0.0,0.0,0.0,-8.69,2023-03-28
BIT-4414039,2023-04-11,Ecuador - Ecuador,UIO-CUE,LA,LA,TXUS,One Way,Desktop,1,-6.629229778260005,-5.0,60.32770166,0.0,0.0,0.0,0.0,2023-03-28
BIT-4413982,2023-04-11,Ecuador - Ecuador,UIO-CUE,LA,LA,TXUS,One Way,Desktop,1,-6.629229778260004,-5.0,60.32770166,0.0,0.0,0.0,0.0,2023-03-28
BIT-4413959,2023-08-26,Vietnam - Italy,SGN-LHR-VCE,VN,VN | BA,TXNL,One Way,Desktop,1,-7.595137499999998,-18.0,978.77,0.0,0.0,0.0,0.0,2023-03-28
BIT-4413933,2023-08-17,Italy - Uzbekistan,FCO-IST-UGC-TAS-IST-FCO,TK,TK | TK | TK | TK,TXNL,Return,Desktop,3,11.25657509999986,-18.0,2282.19,0.0,0.0,68.985,0.0,2023-03-28
BIT-4413921,2023-04-17,Italy - Italy,VCE-CTA-VCE,FR,FR | FR,TF,Return,Desktop,1,24.4675143,-5.0,94.0,30.0,0.0,0.0,0.84,2023-03-28
BIT-4413902,2023-04-26,Italy - Italy,LIN-CTA,AZ,AZ,TXIT,One Way,Mobile,1,-4.476505799999993,-5.0,67.57,0.0,0.18,0.0,0.0,2023-03-28
BIT-4413890,2023-08-04,Italy - Indonesia,MXP-DXB-CGK-DXB-MXP,EK,EK | EK | EK | EK,TXUS,Return,Desktop,2,0.8500710541313501,-18.0,3228.3021402,0.0,0.0,31.011862212,0.0,2023-03-28
BIT-4413871,2023-04-20,Italy - Italy,CTA-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-4.111332600000004,-5.0,54.11,0.0,0.12,0.0,0.0,2023-03-28
BIT-4413870,2023-08-06,Italy - Spain,VRN-PMI-VRN,NO,NO|NO,TXUS,Return,Mobile,2,7.882160036040046,-18.0,1038.17090036,0.0,20.11541944,59.13930000000001,0.0,2023-03-28
BIT-4413837,2023-05-23,Italy - Indonesia,MXP-AUH-KUL-DPS-KUL-AUH-MXP,EY,EY | EY | OD    | OD    | EY | EY,TXUS,Return,Desktop,2,6.375605809199897,-18.0,1588.0789628,0.0,0.0,0.0,0.0,2023-03-28
BIT-4413827,2023-03-29,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Desktop,1,-1.634989199999986,-10.2404,310.99,9.99,1.55,0.0,0.0,2023-03-28
BIT-4413789,2023-06-01,Italy - Italy,FCO-TRS-FCO,AZ,AZ|AZ,TXIT,Return,Mobile,1,-4.033485600000011,-5.0,161.49,0.0,0.6699999999999999,0.0,0.0,2023-03-28
BIT-4411645,2023-04-01,Italy - Italy,FCO-TRS,AZ,AZ,TXIT,One Way,Mobile,1,-4.668090299999995,-5.0,79.27,0.0,0.26,0.0,0.0,2023-03-28
BIT-4411639,2023-05-18,Italy - Italy,LIN-SUF,AZ,AZ,TXIT,One Way,Mobile,1,-4.496624699999998,-5.0,51.68,0.0,0.07,0.0,0.0,2023-03-28
BIT-4414470,2023-05-11,Italy - Morocco,CIA-RBA-CIA,FR,FR | FR,TF,Return,Mobile,1,-9.637357499999998,-5.0,46.81,0.0,0.0,0.0,-1.72,2023-03-29
BIT-4414468,2023-05-18,Italy - Italy,BRI-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-3.819558000000006,-5.0,68.29,0.0,0.32,0.0,0.0,2023-03-29
BIT-4414694,2023-08-11,Italy - Indonesia,MXP-DXB-DPS-DXB-MXP,EK,EK | EK | EK | EK,TXUS,Return,Desktop,1,0.7057686563699226,-18.0,2020.5487815,0.0,0.0,19.58577117,0.0,2023-03-29
BIT-4414679,2023-04-26,Turkey - Tunisia,IST-TUN,TU,TU,TXUS,One Way,Desktop,1,-6.535906228500033,-5.0,182.2252935,0.0,0.7388760000000001,0.0,0.0,2023-03-29
